,version,precio,combustible,CV,km,lugar,año,link,modelo,marca
622,Ds DS33 1.6BlueHDi Style 100,9.6,  Diesel,Unknown,                 68.000               ,                              Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-ds-ds3-16bluehdi-style-100-en-madrid.htm?id=6824029,DS33,Ds
623,Toyota Land Cruis… 3.0D-4D VX,16.8,  Diesel,Unknown,                 244.600               ,                              Badajoz             ,2005,https://www.coches.com/coches-segunda-mano/ocasion-toyota-land+cruiser-30d-4d-vx-en-badajoz.htm?id=6824007,Land,Toyota
624,Hyundai Kona EV Style Sky 150kW,24.815,  Eléctrico,Unknown,                 1               ,"                              Palmas, Las             ",2022,https://www.coches.com/km0/seminuevo-hyundai-kona-ev-style-sky-150kw-en-palmas+las.htm?id=6823579,Kona,Hyundai
625,Kia Sportage 1.6 T-GDi Drive,25.0,  Gasolina,Unknown,                 0               ,                              Cantabria             ,2022,https://www.coches.com/km0/seminuevo-kia-sportage-16-t-gdi-drive-en-cantabria.htm?id=6823531,Sportage,Kia
626,Mercedes Clase GLAGLA 200d,23.9,  Diesel,Unknown,                 36.700               ,                              Malaga             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gla-gla-200d-en-malaga.htm?id=6823349,Clase,Mercedes
627,Hyundai Kona HEV 1.6 GDI DT Style Sky,21.4,  Híbrido,Unknown,                 8.165               ,                              Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-kona-hev-16-gdi-dt-style-sky-en-madrid.htm?id=6823309,Kona,Hyundai
628,Audi A3 Sportback 30 TFSI Advanced,25.9,  Gasolina,Unknown,                 25.212               ,                              Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-30-tfsi-advanced-en-madrid.htm?id=6823303,A3,Audi
629,Peugeot 3008 1.5BlueHDi GT S&S 130,25.9,  Diesel,Unknown,                 10.939               ,                              Barcelona             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-3008-15bluehdi-gt-s_s-130-en-barcelona.htm?id=6823125,3008,Peugeot
630,Peugeot 3008 1.5BlueHDi GT S&S 130,25.9,  Diesel,Unknown,                 9.138               ,                              Barcelona             ,2020,https://www.coches.com/km0/seminuevo-peugeot-3008-15bluehdi-gt-s_s-130-en-barcelona.htm?id=6823121,3008,Peugeot
631,Toyota Avensis 140 Advance,11.9,  Gasolina,Unknown,                 94.034               ,                              Barcelona             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-toyota-avensis-140-advance-en-barcelona.htm?id=6823111,Avensis,Toyota
632,Toyota Proace Verso Combi Medio 1.6D 6pl. 115,15.5,  Diesel,Unknown,                 111.430               ,                              Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-toyota-proace-verso-combi-medio-16d-6pl-115-en-madrid.htm?id=6822927,Proace,Toyota
633,Bmw Serie 3320i,2.5,  Gasolina,Unknown,                 290.000               ,                              Madrid             ,2003,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320i-en-madrid.htm?id=6822725,Serie3320i,Bmw
634,Kia XCeed 1.6 PHEV eTech Aut.,23.5,  Híbrido,Unknown,                 0               ,                              Murcia             ,2021,https://www.coches.com/km0/seminuevo-kia-xceed-16-phev-etech-aut-en-murcia.htm?id=6822677,XCeed,Kia
635,Renault Clio ST 1.5dCi Ecoleader En. Limited 90,8.99,  Diesel,Unknown,                 17.000               ,                              Lleida             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-renault-clio-st-15dci-ecoleader-en-limited-90-en-lleida.htm?id=6822663,Clio,Renault
636,Mercedes EQB 300 4Matic,66.895,  Eléctrico,Unknown,                 0               ,                              Madrid             ,2022,https://www.coches.com/km0/seminuevo-mercedes-eqb-300-4matic-en-madrid.htm?id=6822637,EQB,Mercedes
637,Mazda CX-5 2.0 Skyactiv-G Evolution Navi 2WD 121kW,19.8,  Gasolina,Unknown,                 35.000               ,                              Alava             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mazda-cx-5-20-skyactiv-g-evolution-navi-2wd-121kw-en-alava.htm?id=6822619,CX-5,Mazda
638,Mercedes Clase GLSGLS 350d 4Matic,73.5,  Diesel,Unknown,                 98.000               ,                              Sevilla             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gls-gls-350d-4matic-en-sevilla.htm?id=6822271,Clase,Mercedes
639,Volkswagen Beetle 2.0 TSI Sport,11.49,  Gasolina,Unknown,                 179.000               ,                              Granada             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-beetle-20-tsi-sport-en-granada.htm?id=6822257,Beetle,Volkswagen
640,Mazda Mazda3 2.0 e-Skyactiv-X Evolution 137kW,23.091,  Gasolina,Unknown,                 10.122               ,                              Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda3-20-e-skyactiv-x-evolution-137kw-en-madrid.htm?id=6812075,Mazda3,Mazda
641,Renault Kadjar 1.5dCi Blue Business 85kW,15.5,  Diesel,Unknown,                 77.284               ,                              Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-renault-kadjar-15dci-blue-business-85kw-en-madrid.htm?id=6811595,Kadjar,Renault
642,Renault Kadjar 1.5dCi Blue Business 85kW,15.5,  Diesel,Unknown,                 77.284               ,                              Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-renault-kadjar-15dci-blue-business-85kw-en-madrid.htm?id=6811587,Kadjar,Renault
643,Mercedes Clase AA 180d 7G-DCT,24.773,  Diesel,Unknown,                 19.696               ,                              Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-180d-7g-dct-en-madrid.htm?id=6811391,Clase,Mercedes
644,Fiat Tipo 1.0 City Live,14.5,  Gasolina,Unknown,                 8               ,                              Guadalajara             ,2021,https://www.coches.com/km0/seminuevo-fiat-tipo-10-city-live-en-guadalajara.htm?id=6811259,Tipo,Fiat
645,Citroen C3 Aircro… Puretech S&S Feel 110,15.0,  Gasolina,Unknown,                 0               ,                              Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-feel-110-en-burgos.htm?id=6811173,C3,Citroen
646,Citroen C3 Aircro… Puretech S&S Feel 110,15.0,  Gasolina,Unknown,                 0               ,                              Burgos             ,2022,https://www.coches.com/km0/seminuevo-citroen-c3+aircross-puretech-s_s-feel-110-en-burgos.htm?id=6811171,C3,Citroen
647,Volkswagen Multiv…Multivan 1.4 TSI PHEV Batalla Corta Origin DSG 160kW,53.5,  Híbrido,Unknown,                 0               ,                              Madrid             ,2022,https://www.coches.com/km0/seminuevo-volkswagen-multivan+m1-multivan-14-tsi-phev-batalla-corta-origin-dsg-160kw-en-madrid.htm?id=6810795,Multiv…Multivan,Volkswagen
648,Volkswagen Multiv…Multivan 1.4 TSI PHEV Batalla Corta Origin DSG 160kW,53.5,  Híbrido,Unknown,                 0               ,                              Madrid             ,2022,https://www.coches.com/km0/seminuevo-volkswagen-multivan+m1-multivan-14-tsi-phev-batalla-corta-origin-dsg-160kw-en-madrid.htm?id=6810791,Multiv…Multivan,Volkswagen
649,Bmw Serie 1118i (4.75),15.99,  Gasolina,Unknown,                 100.000               ,                              Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-118i-475-en-sevilla.htm?id=6810771,Serie1118i,Bmw
650,Hyundai i20 Coupé 1.4CRDI Klass,9.159,  Diesel,Unknown,                 119.710               ,                              Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i20-coupe-14crdi-klass-en-madrid.htm?id=6810565,i20,Hyundai
651,Cupra AtecaCupra  2.0 TSI 300 DSG 4Drive,29.909,  Gasolina,Unknown,                 33.084               ,                              Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-cupra-ateca-cupra--20-tsi-300-dsg-4drive-en-madrid.htm?id=6810525,AtecaCupra,Cupra
652,Mazda CX-30 2.0 Skyactiv-G Zenith 2WD 90kW,22.636,  Gasolina,Unknown,                 13.249               ,                              Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-mazda-cx-30-20-skyactiv-g-zenith-2wd-90kw-en-madrid.htm?id=6810511,CX-30,Mazda
653,Mercedes Clase CC 200d 9G-Tronic,31.7,  Diesel,Unknown,                 24.050               ,                              Almeria             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-200d-9g-tronic-en-almeria.htm?id=6809835,Clase,Mercedes
654,Land Rover Range … 2.2L eD4 Dynamic 4x2,19.5,  Diesel,Unknown,                 95.672               ,                              Madrid             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+evoque-22l-ed4-dynamic-4x2-en-madrid.htm?id=6809287,Rover,Land
655,Toyota RAV-4 2.5 hybrid 4WD Advance,21.9,  Híbrido,Unknown,                 149.931               ,                              Caceres             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-toyota-rav-4-25-hybrid-4wd-advance-en-caceres.htm?id=6808481,RAV-4,Toyota
656,Saab 9-3 2.2TiD Linear,1.55,  Diesel,Unknown,                 299.950               ,                              Madrid             ,2004,https://www.coches.com/coches-segunda-mano/ocasion-saab-9-3-22tid-linear-en-madrid.htm?id=6807617,9-3,Saab
657,Mg ZS 1.5 VTi-Tech Comfort 78kW,13.99,  Gasolina,Unknown,                 16               ,                              Burgos             ,2022,https://www.coches.com/km0/seminuevo-mg-zs-15-vti-tech-comfort-78kw-en-burgos.htm?id=6807145,ZS,Mg
